X Y Z
60.5523 34.0206 25.0000
60.8906 34.0206 25.0000
61.2289 34.0206 25.0000
61.5672 34.0206 25.0000
61.9055 34.0206 25.0000
62.2437 34.0206 25.0000
62.5820 34.0206 25.0000
62.9203 34.0206 25.0000
63.2586 34.0206 25.0000
63.5969 34.0206 25.0000
63.9352 34.0206 25.0000
64.2734 34.0206 25.0000
64.6117 34.0206 25.0000
64.9500 34.0206 25.0000
65.2883 34.0206 25.0000
65.6266 34.0206 25.0000
65.9648 34.0206 25.0000
66.3031 34.0206 25.0000
66.6414 34.0206 25.0000
66.9797 34.0206 25.0000
67.3180 34.0206 25.0000
67.6562 34.0206 25.0000
67.9945 34.0206 25.0000
68.3328 34.0206 25.0000
68.6711 34.0206 25.0000
69.0094 34.0206 25.0000
69.3477 34.0206 25.0000
69.6859 34.0206 25.0000
70.0242 34.0206 25.0000
70.3625 34.0206 25.0000
70.7008 34.0206 25.0000
71.0391 34.0206 25.0000
71.3773 34.0206 25.0000
71.7156 34.0206 25.0000
72.0539 34.0206 25.0000
72.3922 34.0206 25.0000
72.7305 34.0206 25.0000
73.0687 34.0206 25.0000
73.4070 34.0206 25.0000
73.7453 34.0206 25.0000
74.0836 34.0206 25.0000
74.4219 34.0206 25.0000
74.7602 34.0206 25.0000
75.0984 34.0206 25.0000
75.4367 34.0206 25.0000
75.7750 34.0206 25.0000
76.1133 34.0206 25.0000
76.4516 34.0206 25.0000
76.7898 34.0206 25.0000
77.1281 34.0206 25.0000
77.4664 34.0206 25.0000
77.8047 34.0206 25.0000
78.1430 34.0206 25.0000
78.4812 34.0206 25.0000
78.8195 34.0206 25.0000
79.1578 34.0206 25.0000
79.4961 34.0206 25.0000
79.8344 34.0206 25.0000
80.1727 34.0206 25.0000
80.5109 34.0206 25.0000
80.8492 34.0206 25.0000
81.1875 34.0206 25.0000
81.5258 34.0206 25.0000
81.8641 34.0206 25.0000
82.2023 34.0206 25.0000
82.5406 34.0206 25.0000
82.8789 34.0206 25.0000
83.2172 34.0206 25.0000
83.5555 34.0206 25.0000
83.8937 34.0206 25.0000
84.2320 34.0206 25.0000
84.5703 34.0206 25.0000
84.9086 34.0206 25.0000
85.2469 34.0206 25.0000
85.5852 34.0206 25.0000
85.9234 34.0206 25.0000
86.2617 34.0206 25.0000
86.6000 34.0206 25.0000
0.0000 34.5361 25.0000
0.3383 34.5361 25.0000
0.6766 34.5361 25.0000
1.0148 34.5361 25.0000
1.3531 34.5361 25.0000
1.6914 34.5361 25.0000
2.0297 34.5361 25.0000
2.3680 34.5361 25.0000
2.7062 34.5361 25.0000
3.0445 34.5361 25.0000
3.3828 34.5361 25.0000
3.7211 34.5361 25.0000
4.0594 34.5361 25.0000
4.3977 34.5361 25.0000
4.7359 34.5361 25.0000
5.0742 34.5361 25.0000
5.4125 34.5361 25.0000
5.7508 34.5361 25.0000
6.0891 34.5361 25.0000
6.4273 34.5361 25.0000
6.7656 34.5361 25.0000
7.1039 34.5361 25.0000
7.4422 34.5361 25.0000
7.7805 34.5361 25.0000
8.1187 34.5361 25.0000
8.4570 34.5361 25.0000
8.7953 34.5361 25.0000
9.1336 34.5361 25.0000
9.4719 34.5361 25.0000
9.8102 34.5361 25.0000
10.1484 34.5361 25.0000
10.4867 34.5361 25.0000
10.8250 34.5361 25.0000
11.1633 34.5361 25.0000
11.5016 34.5361 25.0000
11.8398 34.5361 25.0000
12.1781 34.5361 25.0000
12.5164 34.5361 25.0000
12.8547 34.5361 25.0000
13.1930 34.5361 25.0000
13.5312 34.5361 25.0000
13.8695 34.5361 25.0000
14.2078 34.5361 25.0000
14.5461 34.5361 25.0000
14.8844 34.5361 25.0000
15.2227 34.5361 25.0000
15.5609 34.5361 25.0000
15.8992 34.5361 25.0000
16.2375 34.5361 25.0000
16.5758 34.5361 25.0000
16.9141 34.5361 25.0000
17.2523 34.5361 25.0000
17.5906 34.5361 25.0000
17.9289 34.5361 25.0000
18.2672 34.5361 25.0000
18.6055 34.5361 25.0000
18.9437 34.5361 25.0000
19.2820 34.5361 25.0000
19.6203 34.5361 25.0000
19.9586 34.5361 25.0000
20.2969 34.5361 25.0000
20.6352 34.5361 25.0000
20.9734 34.5361 25.0000
21.3117 34.5361 25.0000
21.6500 34.5361 25.0000
21.9883 34.5361 25.0000
22.3266 34.5361 25.0000
22.6648 34.5361 25.0000
23.0031 34.5361 25.0000
23.3414 34.5361 25.0000
23.6797 34.5361 25.0000
24.0180 34.5361 25.0000
24.3562 34.5361 25.0000
24.6945 34.5361 25.0000
25.0328 34.5361 25.0000
25.3711 34.5361 25.0000
25.7094 34.5361 25.0000
26.0477 34.5361 25.0000
26.3859 34.5361 25.0000
26.7242 34.5361 25.0000
27.0625 34.5361 25.0000
27.4008 34.5361 25.0000
27.7391 34.5361 25.0000
28.0773 34.5361 25.0000
28.4156 34.5361 25.0000
28.7539 34.5361 25.0000
29.0922 34.5361 25.0000
29.4305 34.5361 25.0000
29.7687 34.5361 25.0000
30.1070 34.5361 25.0000
30.4453 34.5361 25.0000
30.7836 34.5361 25.0000
31.1219 34.5361 25.0000
31.4602 34.5361 25.0000
31.7984 34.5361 25.0000
32.1367 34.5361 25.0000
32.4750 34.5361 25.0000
32.8133 34.5361 25.0000
33.1516 34.5361 25.0000
33.4898 34.5361 25.0000
33.8281 34.5361 25.0000
34.1664 34.5361 25.0000
34.5047 34.5361 25.0000
34.8430 34.5361 25.0000
35.1812 34.5361 25.0000
35.5195 34.5361 25.0000
35.8578 34.5361 25.0000
36.1961 34.5361 25.0000
36.5344 34.5361 25.0000
36.8727 34.5361 25.0000
37.2109 34.5361 25.0000
37.5492 34.5361 25.0000
37.8875 34.5361 25.0000
38.2258 34.5361 25.0000
38.5641 34.5361 25.0000
38.9023 34.5361 25.0000
39.2406 34.5361 25.0000
39.5789 34.5361 25.0000
39.9172 34.5361 25.0000
40.2555 34.5361 25.0000
40.5938 34.5361 25.0000
40.9320 34.5361 25.0000
41.2703 34.5361 25.0000
41.6086 34.5361 25.0000
41.9469 34.5361 25.0000
42.2852 34.5361 25.0000
42.6234 34.5361 25.0000
42.9617 34.5361 25.0000
43.3000 34.5361 25.0000
43.6383 34.5361 25.0000
43.9766 34.5361 25.0000
44.3148 34.5361 25.0000
44.6531 34.5361 25.0000
44.9914 34.5361 25.0000
45.3297 34.5361 25.0000
45.6680 34.5361 25.0000
46.0062 34.5361 25.0000
46.3445 34.5361 25.0000
46.6828 34.5361 25.0000
47.0211 34.5361 25.0000
47.3594 34.5361 25.0000
47.6977 34.5361 25.0000
48.0359 34.5361 25.0000
48.3742 34.5361 25.0000
48.7125 34.5361 25.0000
49.0508 34.5361 25.0000
49.3891 34.5361 25.0000
49.7273 34.5361 25.0000
50.0656 34.5361 25.0000
50.4039 34.5361 25.0000
50.7422 34.5361 25.0000
51.0805 34.5361 25.0000
51.4187 34.5361 25.0000
51.7570 34.5361 25.0000
52.0953 34.5361 25.0000
52.4336 34.5361 25.0000
52.7719 34.5361 25.0000
53.1102 34.5361 25.0000
53.4484 34.5361 25.0000
53.7867 34.5361 25.0000
54.1250 34.5361 25.0000
54.4633 34.5361 25.0000
54.8016 34.5361 25.0000
55.1398 34.5361 25.0000
55.4781 34.5361 25.0000
55.8164 34.5361 25.0000
56.1547 34.5361 25.0000
56.4930 34.5361 25.0000
56.8312 34.5361 25.0000
57.1695 34.5361 25.0000
57.5078 34.5361 25.0000
57.8461 34.5361 25.0000
58.1844 34.5361 25.0000
58.5227 34.5361 25.0000
58.8609 34.5361 25.0000
59.1992 34.5361 25.0000
59.5375 34.5361 25.0000
59.8758 34.5361 25.0000
60.2141 34.5361 25.0000
60.5523 34.5361 25.0000
60.8906 34.5361 25.0000
61.2289 34.5361 25.0000
61.5672 34.5361 25.0000
61.9055 34.5361 25.0000
62.2437 34.5361 25.0000
62.5820 34.5361 25.0000
62.9203 34.5361 25.0000
63.2586 34.5361 25.0000
63.5969 34.5361 25.0000
63.9352 34.5361 25.0000
64.2734 34.5361 25.0000
64.6117 34.5361 25.0000
64.9500 34.5361 25.0000
65.2883 34.5361 25.0000
65.6266 34.5361 25.0000
65.9648 34.5361 25.0000
66.3031 34.5361 25.0000
66.6414 34.5361 25.0000
66.9797 34.5361 25.0000
67.3180 34.5361 25.0000
67.6562 34.5361 25.0000
67.9945 34.5361 25.0000
68.3328 34.5361 25.0000
68.6711 34.5361 25.0000
69.0094 34.5361 25.0000
69.3477 34.5361 25.0000
69.6859 34.5361 25.0000
70.0242 34.5361 25.0000
70.3625 34.5361 25.0000
70.7008 34.5361 25.0000
71.0391 34.5361 25.0000
71.3773 34.5361 25.0000
71.7156 34.5361 25.0000
72.0539 34.5361 25.0000
72.3922 34.5361 25.0000
72.7305 34.5361 25.0000
73.0687 34.5361 25.0000
73.4070 34.5361 25.0000
73.7453 34.5361 25.0000
74.0836 34.5361 25.0000
74.4219 34.5361 25.0000
74.7602 34.5361 25.0000
75.0984 34.5361 25.0000
75.4367 34.5361 25.0000
75.7750 34.5361 25.0000
76.1133 34.5361 25.0000
76.4516 34.5361 25.0000
76.7898 34.5361 25.0000
77.1281 34.5361 25.0000
77.4664 34.5361 25.0000
77.8047 34.5361 25.0000
78.1430 34.5361 25.0000
78.4812 34.5361 25.0000
78.8195 34.5361 25.0000
79.1578 34.5361 25.0000
79.4961 34.5361 25.0000
79.8344 34.5361 25.0000
80.1727 34.5361 25.0000
80.5109 34.5361 25.0000
80.8492 34.5361 25.0000
81.1875 34.5361 25.0000
81.5258 34.5361 25.0000
81.8641 34.5361 25.0000
82.2023 34.5361 25.0000
82.5406 34.5361 25.0000
82.8789 34.5361 25.0000
83.2172 34.5361 25.0000
83.5555 34.5361 25.0000
83.8937 34.5361 25.0000
84.2320 34.5361 25.0000
84.5703 34.5361 25.0000
84.9086 34.5361 25.0000
85.2469 34.5361 25.0000
85.5852 34.5361 25.0000
85.9234 34.5361 25.0000
86.2617 34.5361 25.0000
86.6000 34.5361 25.0000
0.0000 35.0515 25.0000
0.3383 35.0515 25.0000
0.6766 35.0515 25.0000
1.0148 35.0515 25.0000
1.3531 35.0515 25.0000
1.6914 35.0515 25.0000
2.0297 35.0515 25.0000
2.3680 35.0515 25.0000
2.7062 35.0515 25.0000
3.0445 35.0515 25.0000
3.3828 35.0515 25.0000
3.7211 35.0515 25.0000
4.0594 35.0515 25.0000
4.3977 35.0515 25.0000
4.7359 35.0515 25.0000
5.0742 35.0515 25.0000
5.4125 35.0515 25.0000
5.7508 35.0515 25.0000
6.0891 35.0515 25.0000
6.4273 35.0515 25.0000
6.7656 35.0515 25.0000
7.1039 35.0515 25.0000
7.4422 35.0515 25.0000
7.7805 35.0515 25.0000
8.1187 35.0515 25.0000
8.4570 35.0515 25.0000
8.7953 35.0515 25.0000
9.1336 35.0515 25.0000
9.4719 35.0515 25.0000
9.8102 35.0515 25.0000
10.1484 35.0515 25.0000
10.4867 35.0515 25.0000
10.8250 35.0515 25.0000
11.1633 35.0515 25.0000
11.5016 35.0515 25.0000
11.8398 35.0515 25.0000
12.1781 35.0515 25.0000
12.5164 35.0515 25.0000
12.8547 35.0515 25.0000
13.1930 35.0515 25.0000
13.5312 35.0515 25.0000
13.8695 35.0515 25.0000
14.2078 35.0515 25.0000
14.5461 35.0515 25.0000
14.8844 35.0515 25.0000
15.2227 35.0515 25.0000
15.5609 35.0515 25.0000
15.8992 35.0515 25.0000
16.2375 35.0515 25.0000
16.5758 35.0515 25.0000
16.9141 35.0515 25.0000
17.2523 35.0515 25.0000
17.5906 35.0515 25.0000
17.9289 35.0515 25.0000
18.2672 35.0515 25.0000
18.6055 35.0515 25.0000
18.9437 35.0515 25.0000
19.2820 35.0515 25.0000
19.6203 35.0515 25.0000
19.9586 35.0515 25.0000
20.2969 35.0515 25.0000
20.6352 35.0515 25.0000
20.9734 35.0515 25.0000
21.3117 35.0515 25.0000
21.6500 35.0515 25.0000
21.9883 35.0515 25.0000
22.3266 35.0515 25.0000
22.6648 35.0515 25.0000
23.0031 35.0515 25.0000
23.3414 35.0515 25.0000
23.6797 35.0515 25.0000
24.0180 35.0515 25.0000
24.3562 35.0515 25.0000
24.6945 35.0515 25.0000
25.0328 35.0515 25.0000
25.3711 35.0515 25.0000
25.7094 35.0515 25.0000
26.0477 35.0515 25.0000
26.3859 35.0515 25.0000
26.7242 35.0515 25.0000
27.0625 35.0515 25.0000
27.4008 35.0515 25.0000
27.7391 35.0515 25.0000
28.0773 35.0515 25.0000
28.4156 35.0515 25.0000
28.7539 35.0515 25.0000
29.0922 35.0515 25.0000
29.4305 35.0515 25.0000
29.7687 35.0515 25.0000
30.1070 35.0515 25.0000
30.4453 35.0515 25.0000
30.7836 35.0515 25.0000
31.1219 35.0515 25.0000
31.4602 35.0515 25.0000
31.7984 35.0515 25.0000
32.1367 35.0515 25.0000
32.4750 35.0515 25.0000
32.8133 35.0515 25.0000
33.1516 35.0515 25.0000
33.4898 35.0515 25.0000
33.8281 35.0515 25.0000
34.1664 35.0515 25.0000
34.5047 35.0515 25.0000
34.8430 35.0515 25.0000
35.1812 35.0515 25.0000
35.5195 35.0515 25.0000
35.8578 35.0515 25.0000
36.1961 35.0515 25.0000
36.5344 35.0515 25.0000
36.8727 35.0515 25.0000
37.2109 35.0515 25.0000
37.5492 35.0515 25.0000
37.8875 35.0515 25.0000
38.2258 35.0515 25.0000
38.5641 35.0515 25.0000
38.9023 35.0515 25.0000
39.2406 35.0515 25.0000
39.5789 35.0515 25.0000
39.9172 35.0515 25.0000
40.2555 35.0515 25.0000
40.5938 35.0515 25.0000
40.9320 35.0515 25.0000
41.2703 35.0515 25.0000
41.6086 35.0515 25.0000
41.9469 35.0515 25.0000
42.2852 35.0515 25.0000
42.6234 35.0515 25.0000
42.9617 35.0515 25.0000
43.3000 35.0515 25.0000
43.6383 35.0515 25.0000
43.9766 35.0515 25.0000
44.3148 35.0515 25.0000
44.6531 35.0515 25.0000
44.9914 35.0515 25.0000
45.3297 35.0515 25.0000
45.6680 35.0515 25.0000
46.0062 35.0515 25.0000
46.3445 35.0515 25.0000
46.6828 35.0515 25.0000
47.0211 35.0515 25.0000
47.3594 35.0515 25.0000
47.6977 35.0515 25.0000
48.0359 35.0515 25.0000
48.3742 35.0515 25.0000
48.7125 35.0515 25.0000
49.0508 35.0515 25.0000
49.3891 35.0515 25.0000
49.7273 35.0515 25.0000
50.0656 35.0515 25.0000
50.4039 35.0515 25.0000
50.7422 35.0515 25.0000
51.0805 35.0515 25.0000
51.4187 35.0515 25.0000
51.7570 35.0515 25.0000
52.0953 35.0515 25.0000
52.4336 35.0515 25.0000
52.7719 35.0515 25.0000
53.1102 35.0515 25.0000
53.4484 35.0515 25.0000
53.7867 35.0515 25.0000
54.1250 35.0515 25.0000
54.4633 35.0515 25.0000
54.8016 35.0515 25.0000
55.1398 35.0515 25.0000
55.4781 35.0515 25.0000
55.8164 35.0515 25.0000
56.1547 35.0515 25.0000
56.4930 35.0515 25.0000
56.8312 35.0515 25.0000
57.1695 35.0515 25.0000
57.5078 35.0515 25.0000
57.8461 35.0515 25.0000
58.1844 35.0515 25.0000
58.5227 35.0515 25.0000
58.8609 35.0515 25.0000
59.1992 35.0515 25.0000
59.5375 35.0515 25.0000
59.8758 35.0515 25.0000
60.2141 35.0515 25.0000
60.5523 35.0515 25.0000
60.8906 35.0515 25.0000
61.2289 35.0515 25.0000
61.5672 35.0515 25.0000
61.9055 35.0515 25.0000
62.2437 35.0515 25.0000
62.5820 35.0515 25.0000
62.9203 35.0515 25.0000
63.2586 35.0515 25.0000
63.5969 35.0515 25.0000
63.9352 35.0515 25.0000
64.2734 35.0515 25.0000
64.6117 35.0515 25.0000
64.9500 35.0515 25.0000
65.2883 35.0515 25.0000
65.6266 35.0515 25.0000
65.9648 35.0515 25.0000
66.3031 35.0515 25.0000
66.6414 35.0515 25.0000
66.9797 35.0515 25.0000
67.3180 35.0515 25.0000
67.6562 35.0515 25.0000
67.9945 35.0515 25.0000
68.3328 35.0515 25.0000
68.6711 35.0515 25.0000
69.0094 35.0515 25.0000
69.3477 35.0515 25.0000
69.6859 35.0515 25.0000
70.0242 35.0515 25.0000
70.3625 35.0515 25.0000
70.7008 35.0515 25.0000
71.0391 35.0515 25.0000
71.3773 35.0515 25.0000
71.7156 35.0515 25.0000
72.0539 35.0515 25.0000
72.3922 35.0515 25.0000
72.7305 35.0515 25.0000
73.0687 35.0515 25.0000
73.4070 35.0515 25.0000
73.7453 35.0515 25.0000
74.0836 35.0515 25.0000
74.4219 35.0515 25.0000
74.7602 35.0515 25.0000
75.0984 35.0515 25.0000
75.4367 35.0515 25.0000
75.7750 35.0515 25.0000
76.1133 35.0515 25.0000
76.4516 35.0515 25.0000
76.7898 35.0515 25.0000
77.1281 35.0515 25.0000
77.4664 35.0515 25.0000
77.8047 35.0515 25.0000
78.1430 35.0515 25.0000
78.4812 35.0515 25.0000
78.8195 35.0515 25.0000
79.1578 35.0515 25.0000
79.4961 35.0515 25.0000
79.8344 35.0515 25.0000
80.1727 35.0515 25.0000
80.5109 35.0515 25.0000
80.8492 35.0515 25.0000
81.1875 35.0515 25.0000
81.5258 35.0515 25.0000
81.8641 35.0515 25.0000
82.2023 35.0515 25.0000
82.5406 35.0515 25.0000
82.8789 35.0515 25.0000
83.2172 35.0515 25.0000
83.5555 35.0515 25.0000
83.8937 35.0515 25.0000
84.2320 35.0515 25.0000
84.5703 35.0515 25.0000
84.9086 35.0515 25.0000
85.2469 35.0515 25.0000
85.5852 35.0515 25.0000
85.9234 35.0515 25.0000
86.2617 35.0515 25.0000
86.6000 35.0515 25.0000
0.0000 35.5670 25.0000
0.3383 35.5670 25.0000
0.6766 35.5670 25.0000
1.0148 35.5670 25.0000
1.3531 35.5670 25.0000
1.6914 35.5670 25.0000
2.0297 35.5670 25.0000
2.3680 35.5670 25.0000
2.7062 35.5670 25.0000
3.0445 35.5670 25.0000
3.3828 35.5670 25.0000
3.7211 35.5670 25.0000
4.0594 35.5670 25.0000
4.3977 35.5670 25.0000
4.7359 35.5670 25.0000
5.0742 35.5670 25.0000
5.4125 35.5670 25.0000
5.7508 35.5670 25.0000
6.0891 35.5670 25.0000
6.4273 35.5670 25.0000
6.7656 35.5670 25.0000
7.1039 35.5670 25.0000
7.4422 35.5670 25.0000
7.7805 35.5670 25.0000
8.1187 35.5670 25.0000
8.4570 35.5670 25.0000
8.7953 35.5670 25.0000
9.1336 35.5670 25.0000
9.4719 35.5670 25.0000
9.8102 35.5670 25.0000
10.1484 35.5670 25.0000
10.4867 35.5670 25.0000
10.8250 35.5670 25.0000
11.1633 35.5670 25.0000
11.5016 35.5670 25.0000
11.8398 35.5670 25.0000
12.1781 35.5670 25.0000
12.5164 35.5670 25.0000
12.8547 35.5670 25.0000
13.1930 35.5670 25.0000
13.5312 35.5670 25.0000
13.8695 35.5670 25.0000
14.2078 35.5670 25.0000
14.5461 35.5670 25.0000
14.8844 35.5670 25.0000
15.2227 35.5670 25.0000
15.5609 35.5670 25.0000
15.8992 35.5670 25.0000
16.2375 35.5670 25.0000
16.5758 35.5670 25.0000
16.9141 35.5670 25.0000
17.2523 35.5670 25.0000
17.5906 35.5670 25.0000
17.9289 35.5670 25.0000
18.2672 35.5670 25.0000
18.6055 35.5670 25.0000
18.9437 35.5670 25.0000
19.2820 35.5670 25.0000
19.6203 35.5670 25.0000
19.9586 35.5670 25.0000
20.2969 35.5670 25.0000
20.6352 35.5670 25.0000
20.9734 35.5670 25.0000
21.3117 35.5670 25.0000
21.6500 35.5670 25.0000
21.9883 35.5670 25.0000
22.3266 35.5670 25.0000
22.6648 35.5670 25.0000
23.0031 35.5670 25.0000
23.3414 35.5670 25.0000
23.6797 35.5670 25.0000
24.0180 35.5670 25.0000
24.3562 35.5670 25.0000
24.6945 35.5670 25.0000
25.0328 35.5670 25.0000
25.3711 35.5670 25.0000
25.7094 35.5670 25.0000
26.0477 35.5670 25.0000
26.3859 35.5670 25.0000
26.7242 35.5670 25.0000
27.0625 35.5670 25.0000
27.4008 35.5670 25.0000
27.7391 35.5670 25.0000
28.0773 35.5670 25.0000
28.4156 35.5670 25.0000
28.7539 35.5670 25.0000
29.0922 35.5670 25.0000
29.4305 35.5670 25.0000
29.7687 35.5670 25.0000
30.1070 35.5670 25.0000
30.4453 35.5670 25.0000
30.7836 35.5670 25.0000
31.1219 35.5670 25.0000
31.4602 35.5670 25.0000
31.7984 35.5670 25.0000
32.1367 35.5670 25.0000
32.4750 35.5670 25.0000
32.8133 35.5670 25.0000
33.1516 35.5670 25.0000
33.4898 35.5670 25.0000
33.8281 35.5670 25.0000
34.1664 35.5670 25.0000
34.5047 35.5670 25.0000
34.8430 35.5670 25.0000
35.1812 35.5670 25.0000
35.5195 35.5670 25.0000
35.8578 35.5670 25.0000
36.1961 35.5670 25.0000
36.5344 35.5670 25.0000
36.8727 35.5670 25.0000
37.2109 35.5670 25.0000
37.5492 35.5670 25.0000
37.8875 35.5670 25.0000
38.2258 35.5670 25.0000
38.5641 35.5670 25.0000
38.9023 35.5670 25.0000
39.2406 35.5670 25.0000
39.5789 35.5670 25.0000
39.9172 35.5670 25.0000
40.2555 35.5670 25.0000
40.5938 35.5670 25.0000
40.9320 35.5670 25.0000
41.2703 35.5670 25.0000
41.6086 35.5670 25.0000
41.9469 35.5670 25.0000
42.2852 35.5670 25.0000
42.6234 35.5670 25.0000
42.9617 35.5670 25.0000
43.3000 35.5670 25.0000
43.6383 35.5670 25.0000
43.9766 35.5670 25.0000
44.3148 35.5670 25.0000
44.6531 35.5670 25.0000
44.9914 35.5670 25.0000
45.3297 35.5670 25.0000
45.6680 35.5670 25.0000
46.0062 35.5670 25.0000
46.3445 35.5670 25.0000
46.6828 35.5670 25.0000
47.0211 35.5670 25.0000
47.3594 35.5670 25.0000
47.6977 35.5670 25.0000
48.0359 35.5670 25.0000
48.3742 35.5670 25.0000
48.7125 35.5670 25.0000
49.0508 35.5670 25.0000
49.3891 35.5670 25.0000
49.7273 35.5670 25.0000
50.0656 35.5670 25.0000
50.4039 35.5670 25.0000
50.7422 35.5670 25.0000
51.0805 35.5670 25.0000
51.4187 35.5670 25.0000
51.7570 35.5670 25.0000
52.0953 35.5670 25.0000
52.4336 35.5670 25.0000
52.7719 35.5670 25.0000
53.1102 35.5670 25.0000
53.4484 35.5670 25.0000
53.7867 35.5670 25.0000
54.1250 35.5670 25.0000
54.4633 35.5670 25.0000
54.8016 35.5670 25.0000
55.1398 35.5670 25.0000
55.4781 35.5670 25.0000
55.8164 35.5670 25.0000
56.1547 35.5670 25.0000
56.4930 35.5670 25.0000
56.8312 35.5670 25.0000
57.1695 35.5670 25.0000
57.5078 35.5670 25.0000
57.8461 35.5670 25.0000
58.1844 35.5670 25.0000
58.5227 35.5670 25.0000
58.8609 35.5670 25.0000
59.1992 35.5670 25.0000
59.5375 35.5670 25.0000
59.8758 35.5670 25.0000
60.2141 35.5670 25.0000
60.5523 35.5670 25.0000
60.8906 35.5670 25.0000
61.2289 35.5670 25.0000
61.5672 35.5670 25.0000
61.9055 35.5670 25.0000
62.2437 35.5670 25.0000
62.5820 35.5670 25.0000
62.9203 35.5670 25.0000
63.2586 35.5670 25.0000
63.5969 35.5670 25.0000
63.9352 35.5670 25.0000
64.2734 35.5670 25.0000
64.6117 35.5670 25.0000
64.9500 35.5670 25.0000
65.2883 35.5670 25.0000
65.6266 35.5670 25.0000
65.9648 35.5670 25.0000
66.3031 35.5670 25.0000
66.6414 35.5670 25.0000
66.9797 35.5670 25.0000
67.3180 35.5670 25.0000
67.6562 35.5670 25.0000
67.9945 35.5670 25.0000
68.3328 35.5670 25.0000
68.6711 35.5670 25.0000
69.0094 35.5670 25.0000
69.3477 35.5670 25.0000
69.6859 35.5670 25.0000
70.0242 35.5670 25.0000
70.3625 35.5670 25.0000
70.7008 35.5670 25.0000
71.0391 35.5670 25.0000
71.3773 35.5670 25.0000
71.7156 35.5670 25.0000
72.0539 35.5670 25.0000
72.3922 35.5670 25.0000
72.7305 35.5670 25.0000
73.0687 35.5670 25.0000
73.4070 35.5670 25.0000
73.7453 35.5670 25.0000
74.0836 35.5670 25.0000
74.4219 35.5670 25.0000
74.7602 35.5670 25.0000
75.0984 35.5670 25.0000
75.4367 35.5670 25.0000
75.7750 35.5670 25.0000
76.1133 35.5670 25.0000
76.4516 35.5670 25.0000
76.7898 35.5670 25.0000
77.1281 35.5670 25.0000
77.4664 35.5670 25.0000
77.8047 35.5670 25.0000
78.1430 35.5670 25.0000
78.4812 35.5670 25.0000
78.8195 35.5670 25.0000
79.1578 35.5670 25.0000
79.4961 35.5670 25.0000
79.8344 35.5670 25.0000
80.1727 35.5670 25.0000
80.5109 35.5670 25.0000
80.8492 35.5670 25.0000
81.1875 35.5670 25.0000
81.5258 35.5670 25.0000
81.8641 35.5670 25.0000
82.2023 35.5670 25.0000
82.5406 35.5670 25.0000
82.8789 35.5670 25.0000
83.2172 35.5670 25.0000
83.5555 35.5670 25.0000
83.8937 35.5670 25.0000
84.2320 35.5670 25.0000
84.5703 35.5670 25.0000
84.9086 35.5670 25.0000
85.2469 35.5670 25.0000
85.5852 35.5670 25.0000
85.9234 35.5670 25.0000
86.2617 35.5670 25.0000
86.6000 35.5670 25.0000
0.0000 36.0825 25.0000
0.3383 36.0825 25.0000
0.6766 36.0825 25.0000
1.0148 36.0825 25.0000
1.3531 36.0825 25.0000
1.6914 36.0825 25.0000
2.0297 36.0825 25.0000
2.3680 36.0825 25.0000
2.7062 36.0825 25.0000
3.0445 36.0825 25.0000
3.3828 36.0825 25.0000
3.7211 36.0825 25.0000
4.0594 36.0825 25.0000
4.3977 36.0825 25.0000
4.7359 36.0825 25.0000
5.0742 36.0825 25.0000
5.4125 36.0825 25.0000
5.7508 36.0825 25.0000
6.0891 36.0825 25.0000
6.4273 36.0825 25.0000
6.7656 36.0825 25.0000
7.1039 36.0825 25.0000
7.4422 36.0825 25.0000
7.7805 36.0825 25.0000
8.1187 36.0825 25.0000
8.4570 36.0825 25.0000
8.7953 36.0825 25.0000
9.1336 36.0825 25.0000
9.4719 36.0825 25.0000
9.8102 36.0825 25.0000
10.1484 36.0825 25.0000
10.4867 36.0825 25.0000
10.8250 36.0825 25.0000
11.1633 36.0825 25.0000
11.5016 36.0825 25.0000
11.8398 36.0825 25.0000
12.1781 36.0825 25.0000
12.5164 36.0825 25.0000
12.8547 36.0825 25.0000
13.1930 36.0825 25.0000
13.5312 36.0825 25.0000
13.8695 36.0825 25.0000
14.2078 36.0825 25.0000
14.5461 36.0825 25.0000
14.8844 36.0825 25.0000
15.2227 36.0825 25.0000
15.5609 36.0825 25.0000
15.8992 36.0825 25.0000
16.2375 36.0825 25.0000
16.5758 36.0825 25.0000
16.9141 36.0825 25.0000
17.2523 36.0825 25.0000
17.5906 36.0825 25.0000
17.9289 36.0825 25.0000
18.2672 36.0825 25.0000
18.6055 36.0825 25.0000
18.9437 36.0825 25.0000
19.2820 36.0825 25.0000
19.6203 36.0825 25.0000
19.9586 36.0825 25.0000
20.2969 36.0825 25.0000
20.6352 36.0825 25.0000
20.9734 36.0825 25.0000
21.3117 36.0825 25.0000
21.6500 36.0825 25.0000
21.9883 36.0825 25.0000
22.3266 36.0825 25.0000
22.6648 36.0825 25.0000
23.0031 36.0825 25.0000
23.3414 36.0825 25.0000
23.6797 36.0825 25.0000
24.0180 36.0825 25.0000
24.3562 36.0825 25.0000
24.6945 36.0825 25.0000
25.0328 36.0825 25.0000
25.3711 36.0825 25.0000
25.7094 36.0825 25.0000
26.0477 36.0825 25.0000
26.3859 36.0825 25.0000
26.7242 36.0825 25.0000
27.0625 36.0825 25.0000
27.4008 36.0825 25.0000
27.7391 36.0825 25.0000
